,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Manufactured Location,Year,Mileometer(in kms),Fuel_Type,Mode,Owner_Type,Mileage,Engine,Power,Seats,Price,Age,Efficiency,Avg_kms_per_year
2716,2716,2716,2716,2805,Maruti Swift VXI,Delhi,2014,55000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.2,10,0.2167832167832168,5500.0
2717,2717,2717,2717,2806,Hyundai i20 1.4 CRDi Sportz,Pune,2012,90000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.11,12,0.2555555555555555,7500.0
2718,2718,2718,2718,2807,Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,2015,48000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,18.75,9,0.0902311707680835,5333.333333333333
2719,2719,2719,2719,2808,Mercedes-Benz GLE 350d,Mumbai,2017,19863,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,64.95,7,0.0454099454452686,2837.5714285714284
2720,2720,2720,2720,2809,Hyundai i10 Era,Mumbai,2010,55000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1.59,14,0.2911094783247612,3928.5714285714284
2721,2721,2721,2721,2810,Maruti Wagon R LXI Optional,Kolkata,2016,4800,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.6,8,0.305936754176611,600.0
2722,2722,2722,2722,2811,Honda City i VTEC V,Kochi,2017,38607,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,7.87,7,0.1517476555839727,5515.285714285715
2723,2723,2723,2723,2812,Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2018,3958,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.55,6,0.2308819936476911,659.6666666666666
2724,2724,2724,2724,2813,Honda City i DTEC VX,Jaipur,2014,74000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,6.4,10,0.2545638945233266,7400.0
2725,2725,2725,2725,2814,Maruti Swift Dzire VXi,Mumbai,2009,54540,Petrol,Manual,Third,17.5,1298.0,85.8,5.0,2.65,15,0.2039627039627039,3636.0
2726,2726,2726,2726,2815,Maruti Swift Dzire ZXi,Delhi,2015,58400,Petrol,Manual,First,17.5,1298.0,85.8,5.0,5.5,9,0.2039627039627039,6488.888888888889
2727,2727,2727,2727,2816,Mahindra XUV500 W8 2WD,Kochi,2013,73648,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.31,11,0.1078571428571428,6695.272727272727
2728,2728,2728,2728,2817,Maruti Ciaz ZDi Plus SHVS,Jaipur,2016,83000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.1,8,0.3174011299435028,10375.0
2729,2729,2729,2729,2818,Hyundai Verna 1.6 SX CRDi (O),Kochi,2016,16159,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.83,8,0.1766941101963268,2019.875
2730,2730,2730,2730,2819,Hyundai Accent CRDi,Mumbai,2005,150000,Diesel,Manual,First,13.1,1493.0,82.0,5.0,0.85,19,0.1597560975609756,7894.736842105263
2731,2731,2731,2731,2820,Honda Brio S MT,Mumbai,2014,22100,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.55,10,0.2235023041474654,2210.0
2732,2732,2732,2732,2821,Hyundai i20 Active 1.2 SX,Coimbatore,2017,35043,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8.19,7,0.2099926704129001,5006.142857142857
2733,2733,2733,2733,2822,BMW 3 Series 320d Sport Line,Pune,2018,24000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,28.0,6,0.1026086956521739,4000.0
2734,2734,2734,2734,2823,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,480000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,13.0,9,0.1228718394551909,53333.333333333336
2735,2735,2735,2735,2824,Volkswagen Polo Petrol Highline 1.6L,Chennai,2011,70000,Petrol,Manual,Second,15.26,1598.0,103.5,5.0,3.29,13,0.14743961352657,5384.615384615385
2736,2736,2736,2736,2825,Maruti Swift VXi BSIV,Pune,2015,13769,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,4.41,9,0.1894117647058823,1529.888888888889
2737,2737,2737,2737,2826,Renault Duster 110PS Diesel RxZ,Kolkata,2013,58000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4.99,11,0.1752881512217612,5272.727272727273
2738,2738,2738,2738,2827,BMW X3 xDrive 20d Luxury Line,Hyderabad,2009,58000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,17.98,15,0.0976842105263157,3866.6666666666665
2739,2739,2739,2739,2828,Fiat Avventura MULTIJET Emotion,Coimbatore,2018,18705,Diesel,Manual,First,20.5,1248.0,91.72,5.0,7.71,6,0.2235063235935455,3117.5
2740,2740,2740,2740,2829,Maruti Wagon R Stingray VXI,Delhi,2013,32378,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.8,11,0.305936754176611,2943.4545454545455
2741,2741,2741,2741,2830,Chevrolet Sail Hatchback LS ABS,Kolkata,2013,45000,Diesel,Manual,First,22.1,1248.0,76.9,5.0,3.0,11,0.2873862158647594,4090.909090909091
2742,2742,2742,2742,2831,Mahindra XUV500 W8 2WD,Coimbatore,2015,36836,Diesel,Manual,First,15.1,2179.0,140.0,7.0,12.49,9,0.1078571428571428,4092.8888888888887
2743,2743,2743,2743,2832,Tata Zest Quadrajet 1.3,Kochi,2016,54199,Diesel,Manual,First,23.0,1248.0,88.8,5.0,5.0,8,0.259009009009009,6774.875
2744,2744,2744,2744,2833,BMW X3 xDrive20d xLine,Kochi,2017,36935,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.64,7,0.0976842105263157,5276.428571428572
2745,2745,2745,2745,2834,Maruti Swift VDI BSIV,Chennai,2015,23000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.5,9,0.3405405405405405,2555.5555555555557
2746,2746,2746,2746,2835,BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,14000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,35.0,9,0.0953684210526315,1555.5555555555557
2747,2747,2747,2747,2836,Tata Indigo CS eVX,Chennai,2015,100073,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,2.0,9,0.3622663382118533,11119.222222222223
2748,2748,2748,2748,2837,Mahindra XUV500 W8 2WD,Kochi,2015,59182,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.46,9,0.1078571428571428,6575.777777777777
2749,2749,2749,2749,2838,Audi Q7 35 TDI Quattro Premium Plus,Kochi,2016,72132,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,39.0,8,0.05,9016.5
2750,2750,2750,2750,2839,BMW 5 Series 2003-2012 520d,Hyderabad,2009,79000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,15.0,15,0.1044067796610169,5266.666666666667
2751,2751,2751,2751,2840,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2013,66930,Petrol,Manual,First,17.1,1591.0,121.3,5.0,6.15,11,0.1409727947238252,6084.545454545455
2752,2752,2752,2752,2841,Hyundai Santa Fe 4WD AT,Pune,2015,100000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,14.5,9,0.0669583118888317,11111.111111111111
2753,2753,2753,2753,2842,Hyundai Santro GLS II - Euro II,Bangalore,2012,43000,Petrol,Manual,First,0.0,1631.552572706935,98.6,5.286452057152694,3.25,12,0.0,3583.3333333333335
2754,2754,2754,2754,2843,Maruti Wagon R AMT VXI,Kochi,2018,27413,Petrol,Automatic,First,20.51,998.0,67.0,5.0,5.18,6,0.3061194029850747,4568.833333333333
2755,2755,2755,2755,2844,Maruti Wagon R LX BSIII,Pune,2007,90000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1.24,17,0.2703125,5294.117647058823
2756,2756,2756,2756,2845,Hyundai i20 Sportz 1.2,Kolkata,2013,40300,Petrol,Manual,First,18.5,1197.0,82.85,5.0,2.8,11,0.2232951116475558,3663.6363636363635
2757,2757,2757,2757,2846,Skoda Superb Elegance 1.8 TSI AT,Kochi,2011,73783,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,5.23,13,0.0868462757527733,5675.615384615385
2758,2758,2758,2758,2847,Hyundai Getz GLS,Pune,2005,86000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,0.45,19,0.1843373493975903,4526.315789473684
2759,2759,2759,2759,2848,Maruti Wagon R LXI BS IV,Delhi,2014,65694,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.25,10,0.2816691505216095,6569.4
2760,2760,2760,2760,2849,Maruti Omni MPI CARGO BSIV,Kolkata,2015,23000,Petrol,Manual,First,16.8,796.0,34.2,5.0,1.5,9,0.4912280701754385,2555.5555555555557
2761,2761,2761,2761,2850,Hyundai i10 Magna 1.2,Mumbai,2012,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.85,12,0.2580481622306717,4250.0
2762,2762,2762,2762,2851,Renault KWID 1.0 RXT Optional,Kochi,2018,18335,Petrol,Manual,First,21.7,999.0,67.0,5.0,4.5,6,0.3238805970149254,3055.8333333333335
2763,2763,2763,2763,2852,Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,2014,36000,Diesel,Automatic,First,15.0,2147.0,107.3,5.0,16.25,10,0.1397949673811742,3600.0
2764,2764,2764,2764,2853,Volkswagen Polo GT TSI,Mumbai,2017,25000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,7.75,7,0.1662801932367149,3571.4285714285716
2765,2765,2765,2765,2854,Mahindra Scorpio VLX 4WD,Bangalore,2007,81000,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,4.35,17,0.1004166666666666,4764.705882352941
2766,2766,2766,2766,2855,Toyota Fortuner 2.8 2WD AT,Kochi,2019,21719,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,33.13,5,0.0739255014326647,4343.8
2767,2767,2767,2767,2856,Chevrolet Beat Diesel LT,Coimbatore,2013,75421,Diesel,Manual,First,25.44,936.0,56.3,5.0,3.63,11,0.4518650088809947,6856.454545454545
2768,2768,2768,2768,2857,Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,2010,80000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.75,14,0.1254901960784313,5714.285714285715
2769,2769,2769,2769,2858,Maruti Swift Dzire VXI,Kochi,2018,10671,Petrol,Manual,First,20.85,1197.0,83.14,5.0,6.51,6,0.2507818138080346,1778.5
2770,2770,2770,2770,2859,Renault KWID Climber 1.0 MT,Hyderabad,2018,4126,Petrol,Manual,First,21.7,999.0,67.0,5.0,4.8,6,0.3238805970149254,687.6666666666666
2771,2771,2771,2771,2860,Tata Bolt Quadrajet XM,Hyderabad,2017,98500,Diesel,Manual,First,22.95,1248.0,74.0,5.0,6.0,7,0.3101351351351351,14071.42857142857
2772,2772,2772,2772,2861,Hyundai Grand i10 Asta,Coimbatore,2016,61578,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6.4,8,0.2304878048780487,7697.25
2773,2773,2773,2773,2862,Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2014,54000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,4.9,10,0.1970930232558139,5400.0
2774,2774,2774,2774,2863,Audi A6 2011-2015 2.0 TDI,Coimbatore,2013,70998,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20.57,11,0.1014168530947054,6454.363636363636
2775,2775,2775,2775,2864,Maruti Swift Dzire Ldi BSIV,Kolkata,2015,40082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.76,9,0.2611637347767253,4453.555555555556
2776,2776,2776,2776,2865,Chevrolet Spark 1.0 LT,Kochi,2012,50619,Petrol,Manual,First,18.0,995.0,62.0,5.0,2.0,12,0.2903225806451613,4218.25
2777,2777,2777,2777,2866,BMW 3 Series 320d,Coimbatore,2009,103905,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,9.92,15,0.1194210526315789,6927.0
2778,2778,2778,2778,2867,Hyundai EON Era Plus,Kochi,2018,15334,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.69,6,0.3822463768115942,2555.6666666666665
2779,2779,2779,2779,2868,Maruti Swift Dzire VDI,Hyderabad,2013,69000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.75,11,0.3162162162162162,6272.727272727273
2780,2780,2780,2780,2869,Volkswagen CrossPolo 1.5 TDI,Hyderabad,2014,75160,Diesel,Manual,First,20.14,1498.0,88.5,5.0,5.7,10,0.2275706214689265,7516.0
2781,2781,2781,2781,2870,Honda Amaze E i-Vtech,Coimbatore,2014,44753,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.94,10,0.2076124567474048,4475.3
2782,2782,2782,2782,2871,Volkswagen Vento Petrol Highline AT,Kochi,2012,53024,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,4.29,12,0.138996138996139,4418.666666666667
2783,2783,2783,2783,2872,Maruti Wagon R Stingray VXI,Kolkata,2014,23840,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.0,10,0.305936754176611,2384.0
2784,2784,2784,2784,2873,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,81298,Diesel,Manual,First,20.14,1498.0,88.8,5.0,6.5,10,0.2268018018018018,8129.8
2785,2785,2785,2785,2874,Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2015,59000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,4.9,9,0.2228687415426251,6555.555555555556
2786,2786,2786,2786,2875,Honda Amaze SX i-DTEC,Kochi,2016,51806,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.4,8,0.2616632860040568,6475.75
2787,2787,2787,2787,2876,Audi A6 35 TDI Matrix,Delhi,2014,56000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,24.0,10,0.0987003302439544,5600.0
2788,2788,2788,2788,2877,Tata Tigor 1.05 Revotorq XZ Option,Kochi,2019,29279,Diesel,Manual,First,24.7,1047.0,69.0,5.0,7.46,5,0.3579710144927536,5855.8
2789,2789,2789,2789,2878,Volkswagen Vento 1.5 TDI Highline AT,Kochi,2017,33550,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,9.6,7,0.1981566820276497,4792.857142857143
2790,2790,2790,2790,2879,Audi A6 35 TDI Matrix,Hyderabad,2014,62000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,25.0,10,0.0987003302439544,6200.0
2791,2791,2791,2791,2880,Nissan Terrano XL 110 PS,Hyderabad,2014,66000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,6.8,10,0.1752073732718894,6600.0
2792,2792,2792,2792,2881,Skoda Rapid 1.5 TDI AT Elegance,Coimbatore,2016,46630,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,8.59,8,0.2092349304482225,5828.75
2793,2793,2793,2793,2882,Ford Figo Aspire 1.5 TDCi Trend,Hyderabad,2016,72566,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.29,8,0.2609090909090908,9070.75
2794,2794,2794,2794,2883,Tata Venture EX,Pune,2011,51482,Diesel,Manual,First,15.42,1405.0,70.0,8.0,2.5,13,0.2202857142857142,3960.153846153846
2795,2795,2795,2795,2884,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Chennai,2011,90000,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,13.9,13,0.0885335878773416,6923.076923076923
2796,2796,2796,2796,2885,Toyota Fortuner 4x2 Manual,Jaipur,2014,69000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,20.0,10,0.0771513353115727,6900.0
2797,2797,2797,2797,2886,Honda City 1.5 V MT,Delhi,2011,90000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3.4,13,0.1440677966101695,6923.076923076923
2798,2798,2798,2798,2887,Hyundai i20 Asta Option 1.2,Mumbai,2015,39000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.5,9,0.2273005010387388,4333.333333333333
2799,2799,2799,2799,2888,Volkswagen Vento Diesel Trendline,Hyderabad,2012,110000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,3.65,12,0.1982625482625482,9166.666666666666
2800,2800,2800,2800,2889,Ford Endeavour 2.5L 4X2 MT,Kochi,2011,68022,Diesel,Manual,First,13.1,2499.0,141.0,7.0,5.86,13,0.0929078014184397,5232.461538461538
2801,2801,2801,2801,2890,Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,27852,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,10.44,6,0.1219512195121951,4642.0
2802,2802,2802,2802,2892,Hyundai i20 Sportz Diesel,Coimbatore,2011,68439,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.37,13,0.2555555555555555,5264.538461538462
2803,2803,2803,2803,2893,Toyota Innova 2.5 VX (Diesel) 8 Seater,Delhi,2011,150000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,6.95,13,0.1291252485089463,11538.461538461539
2804,2804,2804,2804,2894,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,2018,14000,Diesel,Manual,First,21.5,1497.0,108.5,5.0,9.9,6,0.1981566820276497,2333.3333333333335
2805,2805,2805,2805,2895,Ford Figo Diesel Titanium,Hyderabad,2012,71558,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.3,12,0.2939015429831006,5963.166666666667
2806,2806,2806,2806,2896,Porsche Panamera Diesel,Delhi,2013,48000,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,50.5,11,0.0595,4363.636363636364
2807,2807,2807,2807,2897,Hyundai Creta 1.6 CRDi AT SX Plus,Jaipur,2015,65800,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,12.5,9,0.1347860538827258,7311.111111111111
2808,2808,2808,2808,2898,Audi A4 2.0 TDI Multitronic,Hyderabad,2014,53000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,20.5,10,0.1182142857142857,5300.0
2809,2809,2809,2809,2899,Mahindra XUV500 W8 4WD,Kolkata,2017,14600,Diesel,Manual,First,16.0,2179.0,140.0,7.0,14.5,7,0.1142857142857142,2085.714285714286
2810,2810,2810,2810,2900,Isuzu MUX 4WD,Jaipur,2017,34429,Diesel,Automatic,First,13.8,2999.0,174.57,7.0,20.0,7,0.0790513833992094,4918.428571428572
2811,2811,2811,2811,2901,Maruti Swift Dzire VDI,Delhi,2014,52000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25,10,0.3162162162162162,5200.0
2812,2812,2812,2812,2902,Maruti Ciaz ZXi,Kolkata,2015,25470,Petrol,Manual,First,20.73,1373.0,91.1,5.0,5.9,9,0.2275521405049396,2830.0
2813,2813,2813,2813,2903,Hyundai EON Era Plus,Pune,2013,22000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6,11,0.3822463768115942,2000.0
2814,2814,2814,2814,2904,Mercedes-Benz E-Class 280 CDI,Chennai,2007,75000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,11.0,17,0.0554156171284634,4411.764705882353
2815,2815,2815,2815,2905,BMW 5 Series 2003-2012 520d,Pune,2011,95995,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,15.5,13,0.1044067796610169,7384.2307692307695
2816,2816,2816,2816,2906,Hyundai Grand i10 1.2 CRDi Sportz Option,Jaipur,2017,26877,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.75,7,0.32445586048398,3839.5714285714284
2817,2817,2817,2817,2907,Jaguar XJ 3.0L Portfolio,Hyderabad,2015,26000,Diesel,Automatic,First,14.47,2993.0,301.73,5.0,75.0,9,0.0479567825539389,2888.8888888888887
2818,2818,2818,2818,2908,Maruti Swift Ldi BSIII,Chennai,2007,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,2.0,17,0.2373333333333333,8235.29411764706
2819,2819,2819,2819,2909,Hyundai Santro Xing GLS,Hyderabad,2008,95291,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3,16,0.2885668276972625,5955.6875
2820,2820,2820,2820,2910,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2009,135000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,8.2,15,0.1254901960784313,9000.0
2821,2821,2821,2821,2911,Hyundai i20 Sportz 1.2,Kolkata,2015,32000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.8,9,0.2273005010387388,3555.5555555555557
2822,2822,2822,2822,2912,Mercedes-Benz E-Class 280 CDI,Mumbai,2008,68333,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,8.5,16,0.0554156171284634,4270.8125
2823,2823,2823,2823,2913,Ford Figo Diesel ZXI,Chennai,2011,72000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.9,13,0.2941176470588235,5538.461538461538
2824,2824,2824,2824,2914,Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,6.5,12,0.2469178476783039,4341.666666666667
2825,2825,2825,2825,2915,Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,2018,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.85,6,0.2308819936476911,1666.6666666666667
2826,2826,2826,2826,2916,Jeep Compass 2.0 Limited 4X4,Coimbatore,2019,6261,Diesel,Manual,First,16.3,1956.0,170.0,5.0,23.91,5,0.0958823529411764,1252.2
2827,2827,2827,2827,2917,Maruti Ignis 1.2 AMT Alpha,Coimbatore,2019,3906,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,7.36,5,0.2553789731051344,781.2
2828,2828,2828,2828,2918,Toyota Fortuner 3.0 Diesel,Pune,2014,55960,Diesel,Manual,First,11.5,2982.0,171.0,7.0,17.25,10,0.067251461988304,5596.0
2829,2829,2829,2829,2919,Volkswagen Vento Diesel Highline,Jaipur,2013,144000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,7.0,11,0.1982625482625482,13090.90909090909
2830,2830,2830,2830,2920,Toyota Innova Crysta 2.4 VX MT,Mumbai,2017,38000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,17.65,7,0.0925575101488497,5428.571428571428
2831,2831,2831,2831,2921,Ford Figo Diesel Celebration Edition,Jaipur,2013,51000,Diesel,Manual,First,20.0,1399.0,68.1,5.0,2.5,11,0.2936857562408223,4636.363636363636
2832,2832,2832,2832,2922,Toyota Platinum Etios 1.4 GXD,Hyderabad,2015,150000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,6.0,9,0.3518269947800149,16666.666666666668
2833,2833,2833,2833,2923,Mahindra Thar DI 4X4,Mumbai,2018,2500,Diesel,Manual,First,18.06,2523.0,63.0,7.0,8.25,6,0.2866666666666666,416.6666666666667
2834,2834,2834,2834,2924,Land Rover Range Rover HSE Dynamic,Kochi,2018,41661,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.83,6,0.0676611614278103,6943.5
2835,2835,2835,2835,2925,BMW 3 Series 320d Highline,Delhi,2011,64000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,10.5,13,0.0887845303867403,4923.076923076923
2836,2836,2836,2836,2926,Hyundai Accent GLS,Bangalore,2008,80000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,1.9,16,0.1404255319148936,5000.0
2837,2837,2837,2837,2927,Maruti Celerio ZXI AT,Jaipur,2016,30000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,4.25,8,0.3445704057279236,3750.0
2838,2838,2838,2838,2928,Jaguar XF 2.2 Litre Luxury,Chennai,2014,43000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,26.5,10,0.0871603622802344,4300.0
2839,2839,2839,2839,2929,Audi A6 2.7 TDI,Bangalore,2013,90000,Diesel,Automatic,Second,12.4,2698.0,179.5,5.0,22.5,11,0.0690807799442897,8181.818181818182
2840,2840,2840,2840,2930,Nissan Micra Diesel XV,Hyderabad,2011,123880,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.3,13,0.3657686212361331,9529.23076923077
2841,2841,2841,2841,2931,Honda Amaze S i-Vtech,Jaipur,2015,42000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,4.3,9,0.2076124567474048,4666.666666666667
2842,2842,2842,2842,2932,Renault Duster 85PS Diesel RxL Option,Chennai,2012,79824,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.25,12,0.2371121718377088,6652.0
2843,2843,2843,2843,2933,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2015,75000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,11.75,9,0.1291252485089463,8333.333333333334
2844,2844,2844,2844,2934,Honda Amaze E i-Vtech,Ahmedabad,2014,72411,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25,10,0.2076124567474048,7241.1
2845,2845,2845,2845,2935,Mercedes-Benz New C-Class C 250 CDI Elegance,Delhi,2012,63000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,14.22,12,0.073235294117647,5250.0
2846,2846,2846,2846,2936,Toyota Etios Liva G,Chennai,2015,53713,Petrol,Manual,First,17.71,1197.0,78.9,5.0,4.2,9,0.2244613434727503,5968.111111111111
2847,2847,2847,2847,2937,Toyota Innova Crysta 2.8 GX AT 8S,Delhi,2017,18000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,18.25,7,0.0662390670553935,2571.4285714285716
2848,2848,2848,2848,2938,Mercedes-Benz New C-Class 200 CDI Elegance,Bangalore,2013,51000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,18.5,11,0.0929411764705882,4636.363636363636
2849,2849,2849,2849,2939,Maruti Swift VXI BSIII,Chennai,2008,86700,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,2.4,16,0.1825396825396825,5418.75
2850,2850,2850,2850,2940,Maruti Baleno Alpha 1.3,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,6.5,8,0.3701351351351351,3625.0
2851,2851,2851,2851,2942,Maruti Celerio VXI AT,Mumbai,2015,33000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.99,9,0.3445704057279236,3666.6666666666665
2852,2852,2852,2852,2943,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,64394,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.45,10,0.2526714158504007,6439.4
2853,2853,2853,2853,2944,Tata Manza Aura Quadrajet,Hyderabad,2010,76000,Diesel,Manual,First,18.8,1248.0,90.0,5.0,2.7,14,0.2088888888888889,5428.571428571428
2854,2854,2854,2854,2945,Honda Jazz 1.5 SV i DTEC,Mumbai,2016,48719,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.25,8,0.2768762677484787,6089.875
2855,2855,2855,2855,2946,Mahindra XUV500 W8 2WD,Coimbatore,2016,59711,Diesel,Manual,First,15.1,2179.0,140.0,7.0,13.28,8,0.1078571428571428,7463.875
2856,2856,2856,2856,2947,Nissan Micra Diesel XV Premium,Hyderabad,2012,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.7,12,0.3657686212361331,6916.666666666667
2857,2857,2857,2857,2948,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,10714,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.51,6,0.1149624149862784,1785.6666666666667
2858,2858,2858,2858,2949,Tata Manza Aura Plus Quadrajet BS IV,Hyderabad,2010,127510,Diesel,Manual,Second,19.0,1248.0,90.0,5.0,1.4,14,0.2111111111111111,9107.857142857143
2859,2859,2859,2859,2950,Maruti Swift VDI,Kolkata,2014,35010,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5,10,0.3094594594594594,3501.0
2860,2860,2860,2860,2951,Maruti Swift Dzire 1.2 Lxi BSIV,Jaipur,2012,75451,Petrol,Manual,First,17.5,1197.0,85.8,5.0,3.78,12,0.2039627039627039,6287.583333333333
